Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chapter1_meeting_aftermath_hallway_53e94f73	alex	Маркус? Да ладно... Он же такой... тихий. Ты уверена?	game/game-scripts/chapters/chapter_1.rpy	1000	alex "[what]"
chapter1_meeting_aftermath_hallway_28e1a48c	neon	Уверена?! Я что, по-твоему, сумасшедшая?!	game/game-scripts/chapters/chapter_1.rpy	1002	neon "[what]"
chapter1_meeting_aftermath_hallway_a9b7caea	neon	Я видела свои графики на экране! Слышала свои выводы из его рта!	game/game-scripts/chapters/chapter_1.rpy	1002	neon "[what]"
chapter1_meeting_aftermath_hallway_0c06efd0	narrator	Алекс подошла к ней, держа в руках стопку папок – те самые рутинные отчеты, которые она взялась доделать.	game/game-scripts/chapters/chapter_1.rpy	1008	narrator "[what]"
chapter1_meeting_aftermath_hallway_376efd14	narrator	Увидев их, Неон почувствовала, как внутри что-то оборвалось. Бессмысленная работа. Все бессмысленно.	game/game-scripts/chapters/chapter_1.rpy	1008	narrator "[what]"
chapter1_meeting_aftermath_hallway_d0a9479f	narrator	Спустя какое-то время дверь конференц-зала открылась.	game/game-scripts/chapters/chapter_1.rpy	1015	narrator "[what]"
chapter1_meeting_aftermath_hallway_3b115dd3	narrator	Сначала вышли инвесторы и члены совета директоров, оживленно обсуждая что-то. В центре их внимания – Маркус.	game/game-scripts/chapters/chapter_1.rpy	1015	narrator "[what]"
chapter1_meeting_aftermath_hallway_9eab27cd	narrator	Они шли по коридору, и Неон видела, как его хлопают по плечу, как пожимают ему руку. Улыбки, одобрительные кивки, слова о блестящем будущем.	game/game-scripts/chapters/chapter_1.rpy	1015	narrator "[what]"
chapter1_meeting_aftermath_hallway_64a4fde4	narrator	Каждое это слово, каждая улыбка были как удар хлыста по ее истерзанной гордости.	game/game-scripts/chapters/chapter_1.rpy	1015	narrator "[what]"
chapter1_meeting_aftermath_hallway_584fa1c7	narrator	Когда группа прошла мимо, скрывшись за поворотом, Неон закрыла лицо руками. Хотелось кричать, но сил не было даже на слезы.	game/game-scripts/chapters/chapter_1.rpy	1015	narrator "[what]"
chapter1_meeting_aftermath_hallway_57ac1321	neon	А эти... эти жирные коты из совета директоров ему поверили! И мой собственный начальник... он меня просто уничтожил!	game/game-scripts/chapters/chapter_1.rpy	1030	neon "[what]"
chapter1_meeting_aftermath_hallway_c23701c5	alex	Тише, Неон, тише... Господи, какой кошмар...	game/game-scripts/chapters/chapter_1.rpy	1031	alex "[what]"
chapter1_meeting_aftermath_hallway_adba52f5	alex	Но... как он мог? Доступ к твоим данным...	game/game-scripts/chapters/chapter_1.rpy	1032	alex "[what]"
chapter1_meeting_aftermath_hallway_e08f8e5c	neon	Я не знаю! Не знаю! Но он это сделал! И теперь... теперь все кончено!	game/game-scripts/chapters/chapter_1.rpy	1033	neon "[what]"
chapter1_meeting_aftermath_hallway_8187dbb1	neon	А ты... ты со своими отчетами! Кому они теперь нужны?! Моя работа, моя жизнь – все псу под хвост!	game/game-scripts/chapters/chapter_1.rpy	1034	neon "[what]"
chapter1_meeting_aftermath_hallway_978bfb9b	narrator	Алекс молча смотрела на нее, в ее глазах было сочувствие и растерянность.	game/game-scripts/chapters/chapter_1.rpy	1036	narrator "[what]"
chapter1_meeting_aftermath_hallway_0b092aec	alex	Неон... я понимаю, что тебе сейчас ужасно. Но при чем тут я и эти отчеты?	game/game-scripts/chapters/chapter_1.rpy	1038	alex serious "[what]"
chapter1_meeting_aftermath_hallway_c66dbda2	neon	Ни при чем... Прости, Алекс. Я... я просто не знаю, на кого выплеснуть эту злость, эту боль. Ты просто подвернулась под руку.	game/game-scripts/chapters/chapter_1.rpy	1039	neon shy "[what]"
